,elbo,reconstruction_loss,kl_loss
0,-2.30403733253479,2.215040922164917,0.08896728605031967
1,-2.0514490604400635,1.9991953372955322,0.05224588140845299
2,-1.9429510831832886,1.8855594396591187,0.05738793686032295
3,-1.849918246269226,1.77699613571167,0.07292747497558594
4,-1.7727785110473633,1.671609878540039,0.10117180645465851
5,-1.7394657135009766,1.6286473274230957,0.11082412302494049
6,-1.7204232215881348,1.6044590473175049,0.1159675121307373
7,-1.7058148384094238,1.5856508016586304,0.12016753107309341
8,-1.6835033893585205,1.556868076324463,0.12666013836860657
9,-1.6577889919281006,1.5218161344528198,0.1359681785106659
10,-1.6430366039276123,1.4998077154159546,0.14322955906391144
11,-1.630022406578064,1.4815930128097534,0.14844831824302673
12,-1.619775652885437,1.4667198657989502,0.15305675566196442
13,-1.6102485656738281,1.4532395601272583,0.15703080594539642
14,-1.600996971130371,1.439735770225525,0.1612672209739685
15,-1.590244174003601,1.4254570007324219,0.1647833287715912
16,-1.5831799507141113,1.414095163345337,0.1690835803747177
17,-1.5764477252960205,1.4035931825637817,0.1728609800338745
18,-1.5697038173675537,1.3907091617584229,0.17899486422538757
19,-1.5599944591522217,1.3739776611328125,0.1860060691833496
20,-1.5536601543426514,1.3635907173156738,0.190078005194664
21,-1.5456737279891968,1.3519598245620728,0.19370408356189728
22,-1.5404348373413086,1.3416554927825928,0.19877362251281738
23,-1.5323798656463623,1.3302702903747559,0.20210032165050507
24,-1.5282708406448364,1.320919156074524,0.20735560357570648
25,-1.5231759548187256,1.3122916221618652,0.21088065207004547
26,-1.5214190483093262,1.3063724040985107,0.21504992246627808
27,-1.513858437538147,1.2955145835876465,0.21834801137447357
28,-1.5084534883499146,1.2868608236312866,0.22158072888851166
29,-1.505700707435608,1.2816150188446045,0.22408469021320343
30,-1.5041970014572144,1.2770724296569824,0.22711460292339325
31,-1.502400279045105,1.271142601966858,0.2312539666891098
32,-1.497304916381836,1.2634992599487305,0.2338113784790039
33,-1.496289610862732,1.2591972351074219,0.2370976060628891
34,-1.4916235208511353,1.2513309717178345,0.24030305445194244
35,-1.4910246133804321,1.2493647336959839,0.2416611909866333
36,-1.490065336227417,1.2458949089050293,0.24415023624897003
37,-1.488329529762268,1.2422997951507568,0.2460349053144455
38,-1.4842159748077393,1.237048864364624,0.24716897308826447
39,-1.4840097427368164,1.2344441413879395,0.24956154823303223
40,-1.4788469076156616,1.2274589538574219,0.2513764500617981
41,-1.4750678539276123,1.222714900970459,0.2523476481437683
42,-1.4753986597061157,1.2207629680633545,0.25464072823524475
43,-1.474376916885376,1.217995285987854,0.2563893496990204
44,-1.4724446535110474,1.2133562564849854,0.259086549282074
45,-1.4694099426269531,1.2080085277557373,0.26139509677886963
46,-1.4701182842254639,1.2058188915252686,0.2643040716648102
47,-1.4664897918701172,1.1988688707351685,0.2676180601119995
48,-1.4645805358886719,1.1940860748291016,0.27051210403442383
49,-1.4602771997451782,1.186145305633545,0.2741265594959259
